web-scraper-order,web-scraper-start-url,Data002,Data002-href,Noms,Prix,Adresse,Image-src
"1739060702-1","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476429","Mouton","175 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060704-2","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476432","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060707-3","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476438","Mouton","185 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060709-4","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476442","Mouton","135 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060712-5","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2476451","Mouton","135 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060714-6","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2478859","Mouton","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1739060717-7","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2478871","Moutons","325 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5164450_uploaded_image1_1738427830.jpg"
"1739060720-8","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2479050","Mouton","500 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261058_uploaded_image2_1687100799.jpeg"
"1739060722-9","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2479813","Moutons","350 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739060724-10","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480059","Mouton","125 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739060728-11","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480280","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060730-12","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480284","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060733-13","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480286","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060736-14","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2480332","Mouton","500 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739060738-15","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482210","Mouton","185 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739060741-16","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482245","Mouton","150 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739060744-17","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2482334","Moutons","135 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2482334_uploaded_image1_1595686358.jpg"
"1739060746-18","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2482386","Moutons","180 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739060748-19","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482438","Mouton","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1739060751-20","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482461","Mouton","200 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1739060754-21","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482469","Mouton","210 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739060756-22","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton élevage","https://sn.coinafrique.com/annonce/moutons/mouton-elevage-2482497","Mouton élevage","210 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2482513_uploaded_image1_1595689410.jpg"
"1739060758-23","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482513","Mouton","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739060761-24","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2482541","Moutons","299 999 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2482541_uploaded_image1_1595689964.jpg"
"1739060764-25","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2482666","Mouton","300 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739060769-26","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2482759","Moutons","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2482759_uploaded_image1_1595694878.jpg"
"1739060772-27","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484032","Mouton","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739060774-28","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484033","Mouton","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739060777-29","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484034","Mouton","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739060779-30","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484035","Mouton","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739060782-31","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2484036","Mouton","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739060784-32","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2486092","Mouton","190 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739060787-33","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2487271","Mouton","120 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739060790-34","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2487408","Moutons","200 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4780599_uploaded_image1_1717584331.jpg"
"1739060792-35","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2487484","Mouton","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1739060795-36","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2488569","Mouton","275 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060797-37","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2491349","Mouton","180 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4780599_uploaded_image1_1717584331.jpg"
"1739060800-38","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2493619","Mouton","950 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739060802-39","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2494553","Moutons","150 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1739060805-40","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2495384","Mouton","800 000 CFA","Saint-Louis, Sénégal","https://images.coinafrique.com/thumb_2495384_uploaded_image1_1596026626.jpg"
"1739060807-41","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2495680","Moutons","400 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739060810-42","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2495989","Moutons","290 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739060814-43","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2495993","Moutons","125 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4879970_uploaded_image1_1722945913.jpg"
"1739060816-44","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2496283","Moutons","235 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739060819-45","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2496577","Moutons","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060822-46","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2496594","Moutons","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739060824-47","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2497126","Mouton","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739060826-48","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2501403","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1739060829-49","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2513524","Mouton Ladoum","375 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218966_uploaded_image1_1625834036.jpg"
"1739060832-50","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2523326","Mouton Ladoum","900 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3451581_uploaded_image1_1637700430.jpg"
"1739060834-51","https://sn.coinafrique.com/categorie/moutons?page=10","Géniteur ladoum","https://sn.coinafrique.com/annonce/moutons/geniteur-ladoum-2533552","Géniteur ladoum","400 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2533552_uploaded_image1_1597149378.jpg"
"1739060837-52","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2541479","Mouton","155 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4255895_uploaded_image1_1686736719.jpg"
"1739060839-53","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2542938","Mouton Azawat","200 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2885448_uploaded_image1_1610450831.jpg"
"1739060843-54","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2542950","Mouton Azawat","200 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2885448_uploaded_image1_1610450831.jpg"
"1739060846-55","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2547237","Mouton","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739060848-56","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2557732","Mouton Azawat","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1739060851-57","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2566400","Moutons","Prix sur demande","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_2566400_uploaded_image1_1598095170.jpg"
"1739060853-58","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2572412","Moutons","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739060855-59","https://sn.coinafrique.com/categorie/moutons?page=10","Mâle ladoum","https://sn.coinafrique.com/annonce/moutons/male-ladoum-2586236","Mâle ladoum","5 000 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5026510_uploaded_image1_1730734414.jpg"
"1739060858-60","https://sn.coinafrique.com/categorie/moutons?page=10","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-2604229","Femelle Ladoum","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3695058_uploaded_image2_1652473213.jpeg"
"1739060860-61","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2608018","Mouton Ladoum","700 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1739060863-62","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2623905","Mouton Ladoum","290 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3218966_uploaded_image1_1625834036.jpg"
"1739060865-63","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2624094","Mouton Ladoum","1 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739060868-64","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-2628137","Mouton azawat","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg"
"1739060870-65","https://sn.coinafrique.com/categorie/moutons?page=10","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-2628237","Ladoum","1 700 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4948067_uploaded_image1_1726569636.jpg"
"1739060872-66","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton ladoum pur-sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2636994","Mouton ladoum pur-sang","350 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3279053_uploaded_image1_1628891604.jpg"
"1739060875-67","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2637096","Moutons","650 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739060877-68","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2638276","Mouton ladoum pur sang","4 000 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3657180_uploaded_image3_1650144422.jpeg"
"1739060880-69","https://sn.coinafrique.com/categorie/moutons?page=10","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2638675","Moutons","850 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739060882-70","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton métisse Ladoum Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-ladoum-azawat-2639328","Mouton métisse Ladoum Azawat","175 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2639328_uploaded_image1_1600604046.jpg"
"1739060885-71","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Azawat pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-pur-sang-2645562","Mouton Azawat pur sang","1 000 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_2645562_uploaded_image1_1600821694.jpg"
"1739060887-72","https://sn.coinafrique.com/categorie/moutons?page=10","Azawat pur sang","https://sn.coinafrique.com/annonce/moutons/azawat-pur-sang-2645571","Azawat pur sang","1 200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3503706_uploaded_image1_1640971116.jpg"
"1739060890-73","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton asawat et femelle ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-asawat-et-femelle-ladoum-2648435","Mouton asawat et femelle ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2648435_uploaded_image1_1600940186.jpg"
"1739060892-74","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2664213","Mouton Ladoum","690 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4252367_uploaded_image1_1686511140.jpg"
"1739060895-75","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2665289","Mouton Ladoum","500 000 CFA","Fatick, Sénégal","https://images.coinafrique.com/thumb_2665289_uploaded_image1_1601598363.jpg"
"1739060897-76","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2667623","Mouton ladoum","450 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1739060899-77","https://sn.coinafrique.com/categorie/moutons?page=10","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-2671450","Ladoum","2 000 000 CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3221082_uploaded_image1_1625930320.jpg"
"1739060902-78","https://sn.coinafrique.com/categorie/moutons?page=10","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-2671460","Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1739060904-79","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton femelle ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-2671562","Mouton femelle ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1739060907-80","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2671636","Mouton Ladoum","450 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739060909-81","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2671650","Mouton","850 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144166_uploaded_image1_1737393386.jpg"
"1739060912-82","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Anaux","https://sn.coinafrique.com/annonce/moutons/mouton-anaux-2675861","Mouton Anaux","400 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_2675861_uploaded_image1_1601992787.jpg"
"1739060914-83","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2703872","Mouton Ladoum pur sang","400 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3265343_uploaded_image1_1628217266.jpg"
"1739060917-84","https://sn.coinafrique.com/categorie/moutons?page=10","Mouton Ladoum Pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2704105","Mouton Ladoum Pur sang","750 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3940258_uploaded_image1_1667000243.jpg"
"1739060927-85","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2705668","Mouton Ladoum","2 500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739060929-86","https://sn.coinafrique.com/categorie/moutons?page=9","Ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/ladoum-pur-sang-2723147","Ladoum pur sang","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg"
"1739060932-87","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoume couple","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-couple-2735066","Mouton Ladoume couple","1 750 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2735066_uploaded_image1_1604415830.jpg"
"1739060934-88","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoume","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-2735067","Mouton Ladoume","Prix sur demande","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3705520_uploaded_image1_1653135164.jpg"
"1739060936-89","https://sn.coinafrique.com/categorie/moutons?page=9","Couple mouton","https://sn.coinafrique.com/annonce/moutons/couple-mouton-2735771","Couple mouton","1 750 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2735771_uploaded_image1_1604430779.jpg"
"1739060939-90","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2736437","Moutons","1 700 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1739060941-91","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2746543","Moutons","425 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1739060944-92","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2765872","Mouton","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2765872_uploaded_image1_1605534766.jpg"
"1739060946-93","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton femelle","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-2765878","Mouton femelle","765 809 243 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4286897_uploaded_image1_1688846757.jpg"
"1739060949-94","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2779632","Mouton","5 000 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739060951-95","https://sn.coinafrique.com/categorie/moutons?page=9","Femelles ladoum","https://sn.coinafrique.com/annonce/moutons/femelles-ladoum-2781792","Femelles ladoum","275 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2781792_uploaded_image1_1606140774.jpg"
"1739060954-96","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2789110","Mouton ladoum","1 000 000 CFA","Kébémer, Sénégal","https://images.coinafrique.com/thumb_2789124_uploaded_image1_1606398488.jpg"
"1739060956-97","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2789124","Mouton Ladoum","1 500 000 CFA","Kébémer, Sénégal","https://images.coinafrique.com/thumb_2789124_uploaded_image1_1606398488.jpg"
"1739060959-98","https://sn.coinafrique.com/categorie/moutons?page=9","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2795474","Moutons","400 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739060961-99","https://sn.coinafrique.com/categorie/moutons?page=9","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2795953","Mouton Ladoum","750 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
