web-scraper-order,web-scraper-start-url,Data003,Data003-href,Details,Prix,Adresse,Image-src
"1739231864-78","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon texan - Paon indien","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-paon-indien-1804522","Des couple texan et paon indien disponible","60 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1804522_uploaded_image1_1584398352.13.png"
"1739231867-79","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Paon indien","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paon-indien-1804679","Bonjour je vend une  couple a paon indien","30 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_1804679_uploaded_image1_1584402291.56.png"
"1739231869-80","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-1804847","Livraison a domicile a partir de 5 poulets 1kilo700 et 2kilo","2 700 CFA","Sénégal","https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg"
"1739231872-81","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Cop Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cop-brahma-1812172","Brahma à vendre race pure bonne santé .","40 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_1812172_uploaded_image1_1584528622.9.png"
"1739231875-82","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1831098","Pigeon voyageur","13 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg"
"1739231879-83","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-1831100","Pigeon voyageur","13 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg"
"1739231881-84","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-1842198","Avez vous besoin de poulet appelez nous.     
Distributeur de poulets de chairs faites vos commandes","3 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4612683_uploaded_image1_1708957200.jpg"
"1739231885-85","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons Mondain / boulan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-boulan-1856511","De beaux pigeons mondains boulans ou métisses disponibles en quantité et en qualité","Prix sur demande","Louga, Sénégal","https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg"
"1739231889-86","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-1888745","Des poulet de chair de bonne qualité disponible","2 500 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg"
"1739231891-87","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon paon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-paon-1890068","","40 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2323541_uploaded_image1_1592764212.jpg"
"1739231895-88","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1890093","","30 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1739231898-89","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons Laor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-laor-1890181","","40 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg"
"1739231901-90","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeons King","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-1890193","","35 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4704120_uploaded_image1_1713750109.jpg"
"1739231903-91","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Coq Orpitone","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-orpitone-1890489","","30 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1890489_uploaded_image1_1585937996.82.png"
"1739231906-92","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-1907954","","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739231909-93","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Orpington","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/orpington-1913036","","30 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3441502_uploaded_image1_1637127447.jpg"
"1739231911-94","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-1913175","Lapins très bien entretenus mâles et femelles en vente.à votre choix.prix sur demande. Merci","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5148151_uploaded_image1_1737572310.jpg"
"1739231916-95","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-1918730","Visible à yeumbeul","2 750 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739231918-96","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets de chairs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chairs-1934126","Guinars you bakh lolou 1kg800 et 2kg
rak tak","2 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg"
"1739231922-97","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-1963021","1kg700 a 1kg900 et frais de livraison","2 400 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739231935-98","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-1963033","1kg700 a 1kg900","2 400 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739231938-99","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins nés le 8 avril","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-nes-le-8-avril-1971696","Je vends des poussins de chair nés le 8 avril j'en ai environ 350
et 10 poussins bleu de hollande à 950 fcfa","650 CFA","Saly, Sénégal",""
"1739231942-100","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahman-1975396","Couple brahman adulte de 7 mois contactez-moi","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg"
"1739231946-101","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-1988804","Nous vous proposons des poulets de bonne qualité à partir de 2500 F ( prix au détail )
Vente en gros possible","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_1988804_uploaded_image1_1587553659.jpg"
"1739231950-102","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins  brahman colombia","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-colombia-1990096","Poussins de brahman colombia de 3 semaines disponible
Venez vite","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2513890_uploaded_image1_1596608950.jpg"
"1739231953-103","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-1992182","Pigeon rouge","35 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5121788_uploaded_image1_1736179154.jpg"
"1739231955-104","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Laor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995115","A vendre","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1995210_uploaded_image1_1587646147.jpg"
"1739231959-105","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-1995134","","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1739231963-106","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple  Laor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995183","","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1995210_uploaded_image1_1587646147.jpg"
"1739231966-107","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Laor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-laor-1995210","","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1995210_uploaded_image1_1587646147.jpg"
"1739231969-108","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Oie","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oie-1997244","2 mois","35 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1997244_uploaded_image1_1587667066.jpg"
"1739231973-109","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2001942","Pour plus d'information appelez moi ou whatsapp possibilité de livraison","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739231976-110","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets à vendre et oeufs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-a-vendre-et-oeufs-2002375","Je vends des poulets sur pieds et des œufs à 1500FCFA  si vous passez récupérer votre commande, 1600 si c'est moi qui vous l'amène.","2 200 CFA","Keur Massar, Sénégal",""
"1739231979-111","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2021584","","4 200 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739231983-112","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Pigeon Cravate","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeon-cravate-2082389","Je Vends couple pigeon cravate français et couple pigeon lavande adulte","30 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2082389_uploaded_image1_1588989025.jpg"
"1739231986-113","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet Bleu hollandais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-bleu-hollandais-2106379","Bleu hollandais","30 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2106379_uploaded_image1_1589378473.jpg"
"1739231990-114","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2132014","Poulet","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2132014_uploaded_image1_1589793253.jpg"
"1739231993-115","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet mâle","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-male-2172605","Je veux des poulets de bonne qualité à un prix raisonnable","2 200 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3281223_uploaded_image1_1629034748.jpg"
"1739231997-116","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon lavande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lavande-2203490","Je vends un couple pigeon lavande","35 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2203490_uploaded_image1_1590929887.jpg"
"1739232000-117","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2218341","Plus de 300 poulets sur pieds vendues à 2.400f le tout 1.9kg à 2.2kg...
je suis au cités Nations Unis","2 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg"
"1739232006-118","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-2221308","Nous vendons des lapins et lapereaux de toutes races à des prix incontournables","15 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg"
"1739232009-119","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-2221541","Nous vendons des lapins et lapereaux de toutes races à des prix incontournables","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg"
"1739232014-120","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins Angora française","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-francaise-2223516","Je vends des lapins race blanche angora française de 52 jours 
à des prix imbattables","15 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2223516_uploaded_image1_1591222379.jpg"
"1739232020-121","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2229912","Je vends des lapins de races blanches angora française âgées de 52 jours à des prix imbattables.
n'hésitez pas à passer votre commande avec la possibilité d'une livraison à domicile","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg"
"1739232024-122","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussin brahmane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2257183","","12 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg"
"1739232027-123","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussin brahmane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2257189","","12 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg"
"1739232031-124","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Jeunes mâles brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeunes-males-brahman-2258568","Trois jeunes males brahman à céder 
faîtes vite","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_2258568_uploaded_image1_1591778766.jpg"
"1739232034-125","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple bramane productrice","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-bramane-productrice-2263150","Couple bramane productrice","65 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2263150_uploaded_image1_1591826889.jpg"
"1739232036-126","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Culbita rakovni","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/culbita-rakovni-2270078","Culbita rakovni","40 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2270078_uploaded_image1_1591913628.5.jpeg"
